eventtitle;views;place;address;eventday;eventdate;request
Wochenmarkt Sachsenhausen;392; Wochenmarkt Sachsenhausen;60594 Frankfurt am Main, Diesterwegplatz 50;Freitag;2021-07-02;2021-06-30T16:59:42.883646Z
Wochenmarkt und Markthalle Höchst;565; Markthalle und Wochenmarkt Höchst;65929 Frankfurt am Main, Höchster Markt 6;Freitag;2021-07-02;2021-06-30T16:59:42.883646Z
Club Picknick x THW Sommerfest;410; Tanzhaus West/Dora Brilliant;60327 Frankfurt am Main, Gutleutstraße 294;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Ohrwürmer Biergarten;2867; Batschkapp;60388 Frankfurt am Main, Gwinnerstraße 5;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Buffzack - Kultursommer 2021;1153; Hugenottenhalle;63263 Neu-Isenburg, Frankfurter Straße 152;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Die Abenteuer von Petterson und Findus - …;1413; Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Die Akte Jedermann;1509; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Die Fledermaus;1279; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Ein Mensch Brennt nach dem gleichnamigen Roman von …;382; Freies Schauspiel Ensemble;60487 Frankfurt am Main, Basaltstraße 23;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Erzeugermarkt Konstablerwache;474; Erzeugermarkt Konstablerwache;60313 Frankfurt am Main, Konstablerwache;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Gernot Grünewald & Thomas Taube - UN/TRUE;476; Frankfurt LAB;60326 Frankfurt am Main, Schmidtstraße 12;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Hafenkino Open Air: May, die dritte Frau (OmU);217; Hafen 2;63067 Offenbach, Nordring 129;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Jim Knopf und Lukas der Lokomotivführer;1279; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Konzert: Cisco Pema;215; Hafen 2;63067 Offenbach, Nordring 129;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Krimidinner - Hochzeit in Schwarz;1295; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Latin Summer;179; Latin Palace Changó;60311 Frankfurt, Münchener Straße 57;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Ronja Räubertochter;1404; Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Sister Act;1409; Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Summer Vintage Kilo Pop Up Store;105; VinoKilo;60232 Frankfurt am Main;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
The Met Orchestra;1464; Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Wochenmarkt Bornheim;471; Wochenmarkt Bornheim;60385 Frankfurt am Main, Berger Straße 194;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
Wochenmarkt und Markthalle Höchst;590; Markthalle und Wochenmarkt Höchst;65929 Frankfurt am Main, Höchster Markt 6;Samstag;2021-07-03;2021-06-30T16:59:45.878136Z
HELLA LUX;239; Künstlerhaus Mousonturm;60316 Frankfurt am Main, Waldschmidtstraße 4;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Sunday Sundowner // Maya DJ;243; Yachtklub;60594 Frankfurt am Main, Deutschherrnufer 12;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Arielle, die kleine Meerjungfrau;1172; Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Baden-Baden-Gala;1246; Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Der Zauberer von Oz;1189; Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Die Abenteuer von Petterson und Findus - …;1190; Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Gernot Grünewald & Thomas Taube - UN/TRUE;449; Frankfurt LAB;60326 Frankfurt am Main, Schmidtstraße 12;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Götz Alsmann - L.I.E.B.E.;1048; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Jim Knopf und Lukas der Lokomotivführer;1022; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Konzert: Dives, Evelinn Trouble, La Fanfarria del …;189; Hafen 2;63067 Offenbach, Nordring 129;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
"Online Tour ""Bunte Götter""";441; Liebieghaus Skulpturensammlung;60596 Frankfurt am Main, Schaumainkai 71;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Riesling Festival;2342; Jahrhunderthalle Sommerwiese;65929 Frankfurt am Main, Pfaffenwiese 301;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Riesling Festival - Sommerwiese Jahrhunderthalle;258; Jahrhunderthalle;65929 Frankfurt am Main, Pfaffenwiese 301;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Ronja Räubertochter;1186; Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Sappy Sliver;632; Batschkapp;60388 Frankfurt am Main, Gwinnerstraße 5;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Sister Act;1191; Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
"So., 04.07., 19 Uhr: ""Impossible Dream"" - Großes …";51; Evangelische Wartburggemeinde;60389 Frankfurt am Main, Hartmann-Ibach-Straße 108;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Sommerlachen in Flörsheim (Regionalpark);;65439 Flörsheim; ;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
1.047 Ansichten;;55299 Nackenheim, Lörzweiler Straße 15; ;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
111 Ansichten;;60594 Frankfurt am Main, Deutschherrnufer 12; ;Sonntag;2021-07-04;2021-06-30T16:59:48.257698Z
Stefan Aust - Zeitreise;582; Literaturhaus Frankfurt;60311 Frankfurt, Schöne Aussicht 2;Montag;2021-07-05;2021-06-30T16:59:49.960410Z
Besuchszeit von Felix Mitterer;1070; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Dienstag;2021-07-06;2021-06-30T16:59:51.544426Z
Stoned Immaculate;455; Batschkapp;60388 Frankfurt am Main, Gwinnerstraße 5;Dienstag;2021-07-06;2021-06-30T16:59:51.544426Z
Tom Jones - Open Air;1050; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Dienstag;2021-07-06;2021-06-30T16:59:51.544426Z
Wochenmarkt Sachsenhausen;314; Wochenmarkt Sachsenhausen;60594 Frankfurt am Main, Diesterwegplatz 50;Dienstag;2021-07-06;2021-06-30T16:59:51.544426Z
Wochenmarkt und Markthalle Höchst;378; Markthalle und Wochenmarkt Höchst;65929 Frankfurt am Main, Höchster Markt 6;Dienstag;2021-07-06;2021-06-30T16:59:51.544426Z
Arielle, die kleine Meerjungfrau;1209; Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Besuchszeit von Felix Mitterer;1103; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Der Zauberer von Oz;1234; Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Die Abenteuer von Petterson und Findus - …;1238; Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Die Akte Jedermann;1108; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Juiläums-3-Gang Menü-Package Gutschein;7015; Tigerpalast Varieté Theater;60313 Frankfurt am Main, Heiligkreuzgasse 16;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Jubiläums-Package 3-Gang Gutschein;5960; Tigerpalast Varieté Theater;60313 Frankfurt am Main, Heiligkreuzgasse 16;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Jubiläums-Package 4-Gang Gutschein;5932; Tigerpalast Varieté Theater;60313 Frankfurt am Main, Heiligkreuzgasse 16;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Kennenlernen in Frankfurt mal anders - Socialmatch;160; PLAZZ - Café am Kirchplatz;60487 Frankfurt am Main, Kirchplatz 8;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Klaus Eckel - Ich werde das Gefühl nicht los;1097; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
L´Aupaire - Brotfabrik Sommerwiese;6118; Jahrhunderthalle;65929 Frankfurt am Main, Pfaffenwiese 301;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Löwen Frankfurt;434; Löwen Frankfurt;60386 Frankfurt am Main, Am Bornheimer Hang 4;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Martinsvierteler Markt;530; Riegerplatz;64289 Darmstadt;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Mate Power;70; Batschkapp;60388 Frankfurt am Main, Gwinnerstraße 5;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
"Online Tour ""Bunte Götter""";348; Liebieghaus Skulpturensammlung;60596 Frankfurt am Main, Schaumainkai 71;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Sasha;1104; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Sting - My Songs Tour;1089; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Wochenmarkt Bornheim;339; Wochenmarkt Bornheim;60385 Frankfurt am Main, Berger Straße 194;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Wochenmarkt Rödelheim;428; Wochenmarkt Rödelheim;60489 Frankfurt am Main, Arthur-Stern-Platz;Mittwoch;2021-07-07;2021-06-30T16:59:53.269501Z
Über Rechte schreiben? Wie kann Literatur dem …;238; Goethe Universität;60323 Frankfurt am Main, Grüneburgplatz 1;Donnerstag;2021-07-08;2021-06-30T16:59:55.132112Z
Die Akte Jedermann;1013; Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Donnerstag;2021-07-08;2021-06-30T16:59:55.132112Z
Erzeugermarkt Konstablerwache;301; Erzeugermarkt Konstablerwache;60313 Frankfurt am Main, Konstablerwache;Donnerstag;2021-07-08;2021-06-30T16:59:55.132112Z
Frankfurts größtes Speed Dating Event;203; 25Hours Hotel Frankfurt The Goldman;60314 Frankfurt am Main, Hanauer Landstraße 127;Donnerstag;2021-07-08;2021-06-30T16:59:55.132112Z
Hafenkino Open Air: Matthias & Maxime (OmU);22; Hafen 2;63067 Offenbach, Nordring 129;Donnerstag;2021-07-08;2021-06-30T16:59:55.132112Z
Kaisermarkt;286; Kaisermarkt;60329 Frankfurt am Main, Kaiserstraße 81;Donnerstag;2021-07-08;2021-06-30T16:59:55.132112Z
Liedfett - Frankfurt - Brotfabrik Sommerwiese;226; Jahrhunderthalle;65929 Frankfurt am Main, Pfaffenwiese 301;Donnerstag;2021-07-08;2021-06-30T16:59:55.132112Z
Mikael Ross - Goldjunge;495; Literaturhaus Frankfurt;60311 Frankfurt, Schöne Aussicht 2;Donnerstag;2021-07-08;2021-06-30T16:59:55.132112Z
Yasmeen Godder - Practicing Empathy 2by2;132; Lokal im Mousonturm;60316 Frankfurt am Main, Waldschmidtstraße 4;Donnerstag;2021-07-08;2021-06-30T16:59:55.132112Z
Yasmeen Godder - Practicing Empathy #3;184; Mousonturm Saal;60316 Frankfurt am Main, Waldschmidtstraße 4;Donnerstag;2021-07-08;2021-06-30T16:59:55.132112Z
